,level_0,level_1,file name
214,2021-04-17_09-45-46_nk_8f037fba-1bfa-4ca9-9082-42e031d1acb9.metadata.json,elevation loss,81
215,2021-04-17_09-45-46_nk_8f037fba-1bfa-4ca9-9082-42e031d1acb9.metadata.json,min elevation,391
216,2021-04-17_09-45-46_nk_8f037fba-1bfa-4ca9-9082-42e031d1acb9.metadata.json,max elevation,420
217,2021-04-17_09-45-46_nk_8f037fba-1bfa-4ca9-9082-42e031d1acb9.metadata.json,avg cadence,85
218,2021-04-17_09-45-46_nk_8f037fba-1bfa-4ca9-9082-42e031d1acb9.metadata.json,max cadence,105
219,2021-04-17_09-45-46_nk_8f037fba-1bfa-4ca9-9082-42e031d1acb9.metadata.json,steps,6506
220,2021-04-20_12-42-42_nk_1e5f16ca-790f-41f9-80ac-81ac3a31f29c.metadata.json,file name,2021-04-20_12-42-42_nk_1e5f16ca-790f-41f9-80ac-81ac3a31f29c.metadata.json
221,2021-04-20_12-42-42_nk_1e5f16ca-790f-41f9-80ac-81ac3a31f29c.metadata.json,run type,Stationary
222,2021-04-20_12-42-42_nk_1e5f16ca-790f-41f9-80ac-81ac3a31f29c.metadata.json,date,2021-04-20
223,2021-04-20_12-42-42_nk_1e5f16ca-790f-41f9-80ac-81ac3a31f29c.metadata.json,time,17:42:42
224,2021-04-20_12-42-42_nk_1e5f16ca-790f-41f9-80ac-81ac3a31f29c.metadata.json,timeZone,unknown
225,2021-04-20_12-42-42_nk_1e5f16ca-790f-41f9-80ac-81ac3a31f29c.metadata.json,duration(sec),1194.855
226,2021-04-20_12-42-42_nk_1e5f16ca-790f-41f9-80ac-81ac3a31f29c.metadata.json,distance (km),2.961934669004983
227,2021-04-20_12-42-42_nk_1e5f16ca-790f-41f9-80ac-81ac3a31f29c.metadata.json,distance (miles),1.840460869981882
228,2021-04-20_12-42-42_nk_1e5f16ca-790f-41f9-80ac-81ac3a31f29c.metadata.json,avg speed (meters/second),2.478907205480986
229,2021-04-20_12-42-42_nk_1e5f16ca-790f-41f9-80ac-81ac3a31f29c.metadata.json,avg speed (MPH),5.545157487482904
230,2021-04-20_12-42-42_nk_1e5f16ca-790f-41f9-80ac-81ac3a31f29c.metadata.json,max speed (meters/second),3.166771150807605
231,2021-04-20_12-42-42_nk_1e5f16ca-790f-41f9-80ac-81ac3a31f29c.metadata.json,max speed (MPH),7.083865309366594
232,2021-04-20_12-42-42_nk_1e5f16ca-790f-41f9-80ac-81ac3a31f29c.metadata.json,calories,222
233,2021-04-20_12-42-42_nk_1e5f16ca-790f-41f9-80ac-81ac3a31f29c.metadata.json,avg HR,157
234,2021-04-20_12-42-42_nk_1e5f16ca-790f-41f9-80ac-81ac3a31f29c.metadata.json,max HR,178
235,2021-04-20_12-42-42_nk_1e5f16ca-790f-41f9-80ac-81ac3a31f29c.metadata.json,elevation gain,0
236,2021-04-20_12-42-42_nk_1e5f16ca-790f-41f9-80ac-81ac3a31f29c.metadata.json,elevation loss,0
237,2021-04-20_12-42-42_nk_1e5f16ca-790f-41f9-80ac-81ac3a31f29c.metadata.json,min elevation,0
238,2021-04-20_12-42-42_nk_1e5f16ca-790f-41f9-80ac-81ac3a31f29c.metadata.json,max elevation,0
239,2021-04-20_12-42-42_nk_1e5f16ca-790f-41f9-80ac-81ac3a31f29c.metadata.json,avg cadence,86
240,2021-04-20_12-42-42_nk_1e5f16ca-790f-41f9-80ac-81ac3a31f29c.metadata.json,max cadence,111
241,2021-04-20_12-42-42_nk_1e5f16ca-790f-41f9-80ac-81ac3a31f29c.metadata.json,steps,3419
242,2021-04-22_15-45-52_nk_38a79bca-7368-4f83-b065-e72a48fb8b73.metadata.json,file name,2021-04-22_15-45-52_nk_38a79bca-7368-4f83-b065-e72a48fb8b73.metadata.json
243,2021-04-22_15-45-52_nk_38a79bca-7368-4f83-b065-e72a48fb8b73.metadata.json,run type,Outdoors/Mobile
244,2021-04-22_15-45-52_nk_38a79bca-7368-4f83-b065-e72a48fb8b73.metadata.json,date,2021-04-22
245,2021-04-22_15-45-52_nk_38a79bca-7368-4f83-b065-e72a48fb8b73.metadata.json,time,20:45:52
246,2021-04-22_15-45-52_nk_38a79bca-7368-4f83-b065-e72a48fb8b73.metadata.json,timeZone,America/Chicago
247,2021-04-22_15-45-52_nk_38a79bca-7368-4f83-b065-e72a48fb8b73.metadata.json,duration(sec),2150.331
248,2021-04-22_15-45-52_nk_38a79bca-7368-4f83-b065-e72a48fb8b73.metadata.json,distance (km),5.42498531899823
249,2021-04-22_15-45-52_nk_38a79bca-7368-4f83-b065-e72a48fb8b73.metadata.json,distance (miles),3.3709295833984596
250,2021-04-22_15-45-52_nk_38a79bca-7368-4f83-b065-e72a48fb8b73.metadata.json,avg speed (meters/second),2.522860582393236
251,2021-04-22_15-45-52_nk_38a79bca-7368-4f83-b065-e72a48fb8b73.metadata.json,avg speed (MPH),5.6434783913659645
252,2021-04-22_15-45-52_nk_38a79bca-7368-4f83-b065-e72a48fb8b73.metadata.json,max speed (meters/second),2.978912058674696
253,2021-04-22_15-45-52_nk_38a79bca-7368-4f83-b065-e72a48fb8b73.metadata.json,max speed (MPH),6.663636488768037
254,2021-04-22_15-45-52_nk_38a79bca-7368-4f83-b065-e72a48fb8b73.metadata.json,calories,416
255,2021-04-22_15-45-52_nk_38a79bca-7368-4f83-b065-e72a48fb8b73.metadata.json,avg HR,157
256,2021-04-22_15-45-52_nk_38a79bca-7368-4f83-b065-e72a48fb8b73.metadata.json,max HR,167
257,2021-04-22_15-45-52_nk_38a79bca-7368-4f83-b065-e72a48fb8b73.metadata.json,elevation gain,24
258,2021-04-22_15-45-52_nk_38a79bca-7368-4f83-b065-e72a48fb8b73.metadata.json,elevation loss,21
259,2021-04-22_15-45-52_nk_38a79bca-7368-4f83-b065-e72a48fb8b73.metadata.json,min elevation,410
260,2021-04-22_15-45-52_nk_38a79bca-7368-4f83-b065-e72a48fb8b73.metadata.json,max elevation,431
261,2021-04-22_15-45-52_nk_38a79bca-7368-4f83-b065-e72a48fb8b73.metadata.json,avg cadence,87
262,2021-04-22_15-45-52_nk_38a79bca-7368-4f83-b065-e72a48fb8b73.metadata.json,max cadence,128
263,2021-04-22_15-45-52_nk_38a79bca-7368-4f83-b065-e72a48fb8b73.metadata.json,steps,6262
264,2021-04-29_15-14-33_nk_a5bfb5a3-db6a-4d46-abcb-d679ca031ddc.metadata.json,file name,2021-04-29_15-14-33_nk_a5bfb5a3-db6a-4d46-abcb-d679ca031ddc.metadata.json
265,2021-04-29_15-14-33_nk_a5bfb5a3-db6a-4d46-abcb-d679ca031ddc.metadata.json,run type,Outdoors/Mobile
266,2021-04-29_15-14-33_nk_a5bfb5a3-db6a-4d46-abcb-d679ca031ddc.metadata.json,date,2021-04-29
267,2021-04-29_15-14-33_nk_a5bfb5a3-db6a-4d46-abcb-d679ca031ddc.metadata.json,time,20:14:33
268,2021-04-29_15-14-33_nk_a5bfb5a3-db6a-4d46-abcb-d679ca031ddc.metadata.json,timeZone,America/Chicago
269,2021-04-29_15-14-33_nk_a5bfb5a3-db6a-4d46-abcb-d679ca031ddc.metadata.json,duration(sec),2418.418
270,2021-04-29_15-14-33_nk_a5bfb5a3-db6a-4d46-abcb-d679ca031ddc.metadata.json,distance (km),5.643683503976327
271,2021-04-29_15-14-33_nk_a5bfb5a3-db6a-4d46-abcb-d679ca031ddc.metadata.json,distance (miles),3.5068223348491396
272,2021-04-29_15-14-33_nk_a5bfb5a3-db6a-4d46-abcb-d679ca031ddc.metadata.json,avg speed (meters/second),2.333626157255002
273,2021-04-29_15-14-33_nk_a5bfb5a3-db6a-4d46-abcb-d679ca031ddc.metadata.json,avg speed (MPH),5.220173038456961
274,2021-04-29_15-14-33_nk_a5bfb5a3-db6a-4d46-abcb-d679ca031ddc.metadata.json,max speed (meters/second),2.848401537614533
275,2021-04-29_15-14-33_nk_a5bfb5a3-db6a-4d46-abcb-d679ca031ddc.metadata.json,max speed (MPH),6.371692767981749
276,2021-04-29_15-14-33_nk_a5bfb5a3-db6a-4d46-abcb-d679ca031ddc.metadata.json,calories,484
277,2021-04-29_15-14-33_nk_a5bfb5a3-db6a-4d46-abcb-d679ca031ddc.metadata.json,avg HR,154
278,2021-04-29_15-14-33_nk_a5bfb5a3-db6a-4d46-abcb-d679ca031ddc.metadata.json,max HR,178
279,2021-04-29_15-14-33_nk_a5bfb5a3-db6a-4d46-abcb-d679ca031ddc.metadata.json,elevation gain,83
280,2021-04-29_15-14-33_nk_a5bfb5a3-db6a-4d46-abcb-d679ca031ddc.metadata.json,elevation loss,95
281,2021-04-29_15-14-33_nk_a5bfb5a3-db6a-4d46-abcb-d679ca031ddc.metadata.json,min elevation,390
282,2021-04-29_15-14-33_nk_a5bfb5a3-db6a-4d46-abcb-d679ca031ddc.metadata.json,max elevation,420
283,2021-04-29_15-14-33_nk_a5bfb5a3-db6a-4d46-abcb-d679ca031ddc.metadata.json,avg cadence,84
284,2021-04-29_15-14-33_nk_a5bfb5a3-db6a-4d46-abcb-d679ca031ddc.metadata.json,max cadence,105
285,2021-04-29_15-14-33_nk_a5bfb5a3-db6a-4d46-abcb-d679ca031ddc.metadata.json,steps,6795
286,2021-05-06_15-54-41_nk_78163270-1c4c-4c55-aab9-d36165982604.metadata.json,file name,2021-05-06_15-54-41_nk_78163270-1c4c-4c55-aab9-d36165982604.metadata.json
287,2021-05-06_15-54-41_nk_78163270-1c4c-4c55-aab9-d36165982604.metadata.json,run type,Stationary
288,2021-05-06_15-54-41_nk_78163270-1c4c-4c55-aab9-d36165982604.metadata.json,date,2021-05-06
289,2021-05-06_15-54-41_nk_78163270-1c4c-4c55-aab9-d36165982604.metadata.json,time,20:54:41
290,2021-05-06_15-54-41_nk_78163270-1c4c-4c55-aab9-d36165982604.metadata.json,timeZone,unknown
291,2021-05-06_15-54-41_nk_78163270-1c4c-4c55-aab9-d36165982604.metadata.json,duration(sec),1212.915
292,2021-05-06_15-54-41_nk_78163270-1c4c-4c55-aab9-d36165982604.metadata.json,distance (km),2.839477033577039
293,2021-05-06_15-54-41_nk_78163270-1c4c-4c55-aab9-d36165982604.metadata.json,distance (miles),1.7643692233314345
294,2021-05-06_15-54-41_nk_78163270-1c4c-4c55-aab9-d36165982604.metadata.json,avg speed (meters/second),2.34103546709954
295,2021-05-06_15-54-41_nk_78163270-1c4c-4c55-aab9-d36165982604.metadata.json,avg speed (MPH),5.2367471925320626
296,2021-05-06_15-54-41_nk_78163270-1c4c-4c55-aab9-d36165982604.metadata.json,max speed (meters/second),2.473991511435467
297,2021-05-06_15-54-41_nk_78163270-1c4c-4c55-aab9-d36165982604.metadata.json,max speed (MPH),5.534161393081947
298,2021-05-06_15-54-41_nk_78163270-1c4c-4c55-aab9-d36165982604.metadata.json,calories,213
299,2021-05-06_15-54-41_nk_78163270-1c4c-4c55-aab9-d36165982604.metadata.json,avg HR,144
300,2021-05-06_15-54-41_nk_78163270-1c4c-4c55-aab9-d36165982604.metadata.json,max HR,155
301,2021-05-06_15-54-41_nk_78163270-1c4c-4c55-aab9-d36165982604.metadata.json,elevation gain,0
302,2021-05-06_15-54-41_nk_78163270-1c4c-4c55-aab9-d36165982604.metadata.json,elevation loss,0
303,2021-05-06_15-54-41_nk_78163270-1c4c-4c55-aab9-d36165982604.metadata.json,min elevation,0
304,2021-05-06_15-54-41_nk_78163270-1c4c-4c55-aab9-d36165982604.metadata.json,max elevation,0
305,2021-05-06_15-54-41_nk_78163270-1c4c-4c55-aab9-d36165982604.metadata.json,avg cadence,85
306,2021-05-06_15-54-41_nk_78163270-1c4c-4c55-aab9-d36165982604.metadata.json,max cadence,140
307,2021-05-06_15-54-41_nk_78163270-1c4c-4c55-aab9-d36165982604.metadata.json,steps,3432
308,2021-05-11_15-43-56_nk_3c6ec96c-26cf-4fcc-8a7f-49883903e995.metadata.json,file name,2021-05-11_15-43-56_nk_3c6ec96c-26cf-4fcc-8a7f-49883903e995.metadata.json
309,2021-05-11_15-43-56_nk_3c6ec96c-26cf-4fcc-8a7f-49883903e995.metadata.json,run type,Stationary
310,2021-05-11_15-43-56_nk_3c6ec96c-26cf-4fcc-8a7f-49883903e995.metadata.json,date,2021-05-11
311,2021-05-11_15-43-56_nk_3c6ec96c-26cf-4fcc-8a7f-49883903e995.metadata.json,time,20:43:56
312,2021-05-11_15-43-56_nk_3c6ec96c-26cf-4fcc-8a7f-49883903e995.metadata.json,timeZone,unknown
313,2021-05-11_15-43-56_nk_3c6ec96c-26cf-4fcc-8a7f-49883903e995.metadata.json,duration(sec),561.634
314,2021-05-11_15-43-56_nk_3c6ec96c-26cf-4fcc-8a7f-49883903e995.metadata.json,distance (km),1.4298268088438781
315,2021-05-11_15-43-56_nk_3c6ec96c-26cf-4fcc-8a7f-49883903e995.metadata.json,distance (miles),0.888453185705223
316,2021-05-11_15-43-56_nk_3c6ec96c-26cf-4fcc-8a7f-49883903e995.metadata.json,avg speed (meters/second),2.545833779372114
317,2021-05-11_15-43-56_nk_3c6ec96c-26cf-4fcc-8a7f-49883903e995.metadata.json,avg speed (MPH),5.694867969385335
318,2021-05-11_15-43-56_nk_3c6ec96c-26cf-4fcc-8a7f-49883903e995.metadata.json,max speed (meters/second),2.720545624949615
319,2021-05-11_15-43-56_nk_3c6ec96c-26cf-4fcc-8a7f-49883903e995.metadata.json,max speed (MPH),6.085687237050523
320,2021-05-11_15-43-56_nk_3c6ec96c-26cf-4fcc-8a7f-49883903e995.metadata.json,calories,107
321,2021-05-11_15-43-56_nk_3c6ec96c-26cf-4fcc-8a7f-49883903e995.metadata.json,avg HR,148
322,2021-05-11_15-43-56_nk_3c6ec96c-26cf-4fcc-8a7f-49883903e995.metadata.json,max HR,163
323,2021-05-11_15-43-56_nk_3c6ec96c-26cf-4fcc-8a7f-49883903e995.metadata.json,elevation gain,0
324,2021-05-11_15-43-56_nk_3c6ec96c-26cf-4fcc-8a7f-49883903e995.metadata.json,elevation loss,0
325,2021-05-11_15-43-56_nk_3c6ec96c-26cf-4fcc-8a7f-49883903e995.metadata.json,min elevation,0
326,2021-05-11_15-43-56_nk_3c6ec96c-26cf-4fcc-8a7f-49883903e995.metadata.json,max elevation,0
327,2021-05-11_15-43-56_nk_3c6ec96c-26cf-4fcc-8a7f-49883903e995.metadata.json,avg cadence,86
328,2021-05-11_15-43-56_nk_3c6ec96c-26cf-4fcc-8a7f-49883903e995.metadata.json,max cadence,105
329,2021-05-11_15-43-56_nk_3c6ec96c-26cf-4fcc-8a7f-49883903e995.metadata.json,steps,1608
330,2021-05-20_16-08-36_nk_c0dd17d0-0d6e-43e8-9fcb-b02e9f93d064.metadata.json,file name,2021-05-20_16-08-36_nk_c0dd17d0-0d6e-43e8-9fcb-b02e9f93d064.metadata.json
331,2021-05-20_16-08-36_nk_c0dd17d0-0d6e-43e8-9fcb-b02e9f93d064.metadata.json,run type,Outdoors/Mobile
332,2021-05-20_16-08-36_nk_c0dd17d0-0d6e-43e8-9fcb-b02e9f93d064.metadata.json,date,2021-05-20
333,2021-05-20_16-08-36_nk_c0dd17d0-0d6e-43e8-9fcb-b02e9f93d064.metadata.json,time,21:08:36
334,2021-05-20_16-08-36_nk_c0dd17d0-0d6e-43e8-9fcb-b02e9f93d064.metadata.json,timeZone,America/Chicago
335,2021-05-20_16-08-36_nk_c0dd17d0-0d6e-43e8-9fcb-b02e9f93d064.metadata.json,duration(sec),2023.542
336,2021-05-20_16-08-36_nk_c0dd17d0-0d6e-43e8-9fcb-b02e9f93d064.metadata.json,distance (km),4.834134112408735
337,2021-05-20_16-08-36_nk_c0dd17d0-0d6e-43e8-9fcb-b02e9f93d064.metadata.json,distance (miles),3.0037916660470096
338,2021-05-20_16-08-36_nk_c0dd17d0-0d6e-43e8-9fcb-b02e9f93d064.metadata.json,avg speed (meters/second),2.388946763847124
339,2021-05-20_16-08-36_nk_c0dd17d0-0d6e-43e8-9fcb-b02e9f93d064.metadata.json,avg speed (MPH),5.343921710927692
340,2021-05-20_16-08-36_nk_c0dd17d0-0d6e-43e8-9fcb-b02e9f93d064.metadata.json,max speed (meters/second),2.895821873734059
341,2021-05-20_16-08-36_nk_c0dd17d0-0d6e-43e8-9fcb-b02e9f93d064.metadata.json,max speed (MPH),6.477769038731514
342,2021-05-20_16-08-36_nk_c0dd17d0-0d6e-43e8-9fcb-b02e9f93d064.metadata.json,calories,418
343,2021-05-20_16-08-36_nk_c0dd17d0-0d6e-43e8-9fcb-b02e9f93d064.metadata.json,avg HR,161
344,2021-05-20_16-08-36_nk_c0dd17d0-0d6e-43e8-9fcb-b02e9f93d064.metadata.json,max HR,171
345,2021-05-20_16-08-36_nk_c0dd17d0-0d6e-43e8-9fcb-b02e9f93d064.metadata.json,elevation gain,47
346,2021-05-20_16-08-36_nk_c0dd17d0-0d6e-43e8-9fcb-b02e9f93d064.metadata.json,elevation loss,60
347,2021-05-20_16-08-36_nk_c0dd17d0-0d6e-43e8-9fcb-b02e9f93d064.metadata.json,min elevation,394
348,2021-05-20_16-08-36_nk_c0dd17d0-0d6e-43e8-9fcb-b02e9f93d064.metadata.json,max elevation,420
349,2021-05-20_16-08-36_nk_c0dd17d0-0d6e-43e8-9fcb-b02e9f93d064.metadata.json,avg cadence,86
350,2021-05-20_16-08-36_nk_c0dd17d0-0d6e-43e8-9fcb-b02e9f93d064.metadata.json,max cadence,105
351,2021-05-20_16-08-36_nk_c0dd17d0-0d6e-43e8-9fcb-b02e9f93d064.metadata.json,steps,5768
352,2021-05-20_16-46-09_nk_379bc9f6-884f-4ffb-ad20-44556df92e49.metadata.json,file name,2021-05-20_16-46-09_nk_379bc9f6-884f-4ffb-ad20-44556df92e49.metadata.json
353,2021-05-20_16-46-09_nk_379bc9f6-884f-4ffb-ad20-44556df92e49.metadata.json,run type,Outdoors/Mobile
354,2021-05-20_16-46-09_nk_379bc9f6-884f-4ffb-ad20-44556df92e49.metadata.json,date,2021-05-20
355,2021-05-20_16-46-09_nk_379bc9f6-884f-4ffb-ad20-44556df92e49.metadata.json,time,21:46:09
356,2021-05-20_16-46-09_nk_379bc9f6-884f-4ffb-ad20-44556df92e49.metadata.json,timeZone,America/Chicago
357,2021-05-20_16-46-09_nk_379bc9f6-884f-4ffb-ad20-44556df92e49.metadata.json,duration(sec),155.487
358,2021-05-20_16-46-09_nk_379bc9f6-884f-4ffb-ad20-44556df92e49.metadata.json,distance (km),0.41982254444714656
359,2021-05-20_16-46-09_nk_379bc9f6-884f-4ffb-ad20-44556df92e49.metadata.json,distance (miles),0.26086563403195134
360,2021-05-20_16-46-09_nk_379bc9f6-884f-4ffb-ad20-44556df92e49.metadata.json,avg speed (meters/second),2.70004916454203
361,2021-05-20_16-46-09_nk_379bc9f6-884f-4ffb-ad20-44556df92e49.metadata.json,avg speed (MPH),6.039837960948248
362,2021-05-20_16-46-09_nk_379bc9f6-884f-4ffb-ad20-44556df92e49.metadata.json,max speed (meters/second),3.031866586911037
363,2021-05-20_16-46-09_nk_379bc9f6-884f-4ffb-ad20-44556df92e49.metadata.json,max speed (MPH),6.782092394699738
364,2021-05-20_16-46-09_nk_379bc9f6-884f-4ffb-ad20-44556df92e49.metadata.json,calories,38
365,2021-05-20_16-46-09_nk_379bc9f6-884f-4ffb-ad20-44556df92e49.metadata.json,avg HR,155
366,2021-05-20_16-46-09_nk_379bc9f6-884f-4ffb-ad20-44556df92e49.metadata.json,max HR,166
367,2021-05-20_16-46-09_nk_379bc9f6-884f-4ffb-ad20-44556df92e49.metadata.json,elevation gain,6
368,2021-05-20_16-46-09_nk_379bc9f6-884f-4ffb-ad20-44556df92e49.metadata.json,elevation loss,5
369,2021-05-20_16-46-09_nk_379bc9f6-884f-4ffb-ad20-44556df92e49.metadata.json,min elevation,400
370,2021-05-20_16-46-09_nk_379bc9f6-884f-4ffb-ad20-44556df92e49.metadata.json,max elevation,406
371,2021-05-20_16-46-09_nk_379bc9f6-884f-4ffb-ad20-44556df92e49.metadata.json,avg cadence,86
372,2021-05-20_16-46-09_nk_379bc9f6-884f-4ffb-ad20-44556df92e49.metadata.json,max cadence,105
373,2021-05-20_16-46-09_nk_379bc9f6-884f-4ffb-ad20-44556df92e49.metadata.json,steps,446
374,2021-05-26_16-04-09_nk_ea515ad8-1a6f-4c2b-b0c9-feb7f22e57e5.metadata.json,file name,2021-05-26_16-04-09_nk_ea515ad8-1a6f-4c2b-b0c9-feb7f22e57e5.metadata.json
375,2021-05-26_16-04-09_nk_ea515ad8-1a6f-4c2b-b0c9-feb7f22e57e5.metadata.json,run type,Outdoors/Mobile
376,2021-05-26_16-04-09_nk_ea515ad8-1a6f-4c2b-b0c9-feb7f22e57e5.metadata.json,date,2021-05-26
377,2021-05-26_16-04-09_nk_ea515ad8-1a6f-4c2b-b0c9-feb7f22e57e5.metadata.json,time,21:04:09
378,2021-05-26_16-04-09_nk_ea515ad8-1a6f-4c2b-b0c9-feb7f22e57e5.metadata.json,timeZone,America/Chicago
379,2021-05-26_16-04-09_nk_ea515ad8-1a6f-4c2b-b0c9-feb7f22e57e5.metadata.json,duration(sec),2295.861
380,2021-05-26_16-04-09_nk_ea515ad8-1a6f-4c2b-b0c9-feb7f22e57e5.metadata.json,distance (km),5.63531855000137
381,2021-05-26_16-04-09_nk_ea515ad8-1a6f-4c2b-b0c9-feb7f22e57e5.metadata.json,distance (miles),3.501624593443425
382,2021-05-26_16-04-09_nk_ea515ad8-1a6f-4c2b-b0c9-feb7f22e57e5.metadata.json,avg speed (meters/second),2.45455563294179
383,2021-05-26_16-04-09_nk_ea515ad8-1a6f-4c2b-b0c9-feb7f22e57e5.metadata.json,avg speed (MPH),5.49068457115141
384,2021-05-26_16-04-09_nk_ea515ad8-1a6f-4c2b-b0c9-feb7f22e57e5.metadata.json,max speed (meters/second),3.038386691497735
385,2021-05-26_16-04-09_nk_ea515ad8-1a6f-4c2b-b0c9-feb7f22e57e5.metadata.json,max speed (MPH),6.796677453264318
386,2021-05-26_16-04-09_nk_ea515ad8-1a6f-4c2b-b0c9-feb7f22e57e5.metadata.json,calories,491
387,2021-05-26_16-04-09_nk_ea515ad8-1a6f-4c2b-b0c9-feb7f22e57e5.metadata.json,avg HR,157
388,2021-05-26_16-04-09_nk_ea515ad8-1a6f-4c2b-b0c9-feb7f22e57e5.metadata.json,max HR,175
389,2021-05-26_16-04-09_nk_ea515ad8-1a6f-4c2b-b0c9-feb7f22e57e5.metadata.json,elevation gain,65
390,2021-05-26_16-04-09_nk_ea515ad8-1a6f-4c2b-b0c9-feb7f22e57e5.metadata.json,elevation loss,70
391,2021-05-26_16-04-09_nk_ea515ad8-1a6f-4c2b-b0c9-feb7f22e57e5.metadata.json,min elevation,390
392,2021-05-26_16-04-09_nk_ea515ad8-1a6f-4c2b-b0c9-feb7f22e57e5.metadata.json,max elevation,422
393,2021-05-26_16-04-09_nk_ea515ad8-1a6f-4c2b-b0c9-feb7f22e57e5.metadata.json,avg cadence,86
394,2021-05-26_16-04-09_nk_ea515ad8-1a6f-4c2b-b0c9-feb7f22e57e5.metadata.json,max cadence,93
395,2021-05-26_16-04-09_nk_ea515ad8-1a6f-4c2b-b0c9-feb7f22e57e5.metadata.json,steps,6573
396,2021-06-01_15-49-51_nk_de2eecdc-de25-417d-b4d7-a3960fa44f6a.metadata.json,file name,2021-06-01_15-49-51_nk_de2eecdc-de25-417d-b4d7-a3960fa44f6a.metadata.json
397,2021-06-01_15-49-51_nk_de2eecdc-de25-417d-b4d7-a3960fa44f6a.metadata.json,run type,Outdoors/Mobile
398,2021-06-01_15-49-51_nk_de2eecdc-de25-417d-b4d7-a3960fa44f6a.metadata.json,date,2021-06-01
399,2021-06-01_15-49-51_nk_de2eecdc-de25-417d-b4d7-a3960fa44f6a.metadata.json,time,20:49:51
400,2021-06-01_15-49-51_nk_de2eecdc-de25-417d-b4d7-a3960fa44f6a.metadata.json,timeZone,America/Chicago
401,2021-06-01_15-49-51_nk_de2eecdc-de25-417d-b4d7-a3960fa44f6a.metadata.json,duration(sec),2248.354
402,2021-06-01_15-49-51_nk_de2eecdc-de25-417d-b4d7-a3960fa44f6a.metadata.json,distance (km),5.481430032430914
403,2021-06-01_15-49-51_nk_de2eecdc-de25-417d-b4d7-a3960fa44f6a.metadata.json,distance (miles),3.406002702153336
404,2021-06-01_15-49-51_nk_de2eecdc-de25-417d-b4d7-a3960fa44f6a.metadata.json,avg speed (meters/second),2.43797463941662
405,2021-06-01_15-49-51_nk_de2eecdc-de25-417d-b4d7-a3960fa44f6a.metadata.json,avg speed (MPH),5.453593945010702
406,2021-06-01_15-49-51_nk_de2eecdc-de25-417d-b4d7-a3960fa44f6a.metadata.json,max speed (meters/second),2.934192170924565
407,2021-06-01_15-49-51_nk_de2eecdc-de25-417d-b4d7-a3960fa44f6a.metadata.json,max speed (MPH),6.563600948975043
408,2021-06-01_15-49-51_nk_de2eecdc-de25-417d-b4d7-a3960fa44f6a.metadata.json,calories,478
409,2021-06-01_15-49-51_nk_de2eecdc-de25-417d-b4d7-a3960fa44f6a.metadata.json,avg HR,154
410,2021-06-01_15-49-51_nk_de2eecdc-de25-417d-b4d7-a3960fa44f6a.metadata.json,max HR,185
411,2021-06-01_15-49-51_nk_de2eecdc-de25-417d-b4d7-a3960fa44f6a.metadata.json,elevation gain,51
412,2021-06-01_15-49-51_nk_de2eecdc-de25-417d-b4d7-a3960fa44f6a.metadata.json,elevation loss,47
413,2021-06-01_15-49-51_nk_de2eecdc-de25-417d-b4d7-a3960fa44f6a.metadata.json,min elevation,412
414,2021-06-01_15-49-51_nk_de2eecdc-de25-417d-b4d7-a3960fa44f6a.metadata.json,max elevation,431
415,2021-06-01_15-49-51_nk_de2eecdc-de25-417d-b4d7-a3960fa44f6a.metadata.json,avg cadence,84
416,2021-06-01_15-49-51_nk_de2eecdc-de25-417d-b4d7-a3960fa44f6a.metadata.json,max cadence,105
417,2021-06-01_15-49-51_nk_de2eecdc-de25-417d-b4d7-a3960fa44f6a.metadata.json,steps,6292
418,2021-06-06_09-44-50_nk_2c4145f8-d15f-40a1-b91a-5e063144118a.metadata.json,file name,2021-06-06_09-44-50_nk_2c4145f8-d15f-40a1-b91a-5e063144118a.metadata.json
419,2021-06-06_09-44-50_nk_2c4145f8-d15f-40a1-b91a-5e063144118a.metadata.json,run type,Stationary
420,2021-06-06_09-44-50_nk_2c4145f8-d15f-40a1-b91a-5e063144118a.metadata.json,date,2021-06-06
421,2021-06-06_09-44-50_nk_2c4145f8-d15f-40a1-b91a-5e063144118a.metadata.json,time,14:44:50
422,2021-06-06_09-44-50_nk_2c4145f8-d15f-40a1-b91a-5e063144118a.metadata.json,timeZone,unknown
423,2021-06-06_09-44-50_nk_2c4145f8-d15f-40a1-b91a-5e063144118a.metadata.json,duration(sec),1911.774
424,2021-06-06_09-44-50_nk_2c4145f8-d15f-40a1-b91a-5e063144118a.metadata.json,distance (km),4.5659376990643725
425,2021-06-06_09-44-50_nk_2c4145f8-d15f-40a1-b91a-5e063144118a.metadata.json,distance (miles),2.8371421415334908
426,2021-06-06_09-44-50_nk_2c4145f8-d15f-40a1-b91a-5e063144118a.metadata.json,avg speed (meters/second),2.388325031653518
427,2021-06-06_09-44-50_nk_2c4145f8-d15f-40a1-b91a-5e063144118a.metadata.json,avg speed (MPH),5.342530935621153
428,2021-06-06_09-44-50_nk_2c4145f8-d15f-40a1-b91a-5e063144118a.metadata.json,max speed (meters/second),2.514647925959557
429,2021-06-06_09-44-50_nk_2c4145f8-d15f-40a1-b91a-5e063144118a.metadata.json,max speed (MPH),5.625107202152167
430,2021-06-06_09-44-50_nk_2c4145f8-d15f-40a1-b91a-5e063144118a.metadata.json,calories,346
